city,state,country,postcode
Fairfax,Virginia,US,22030
Lagos,Nigeria,US,102101
san pedro,,US,90731
Happy Valley,OR,US,97086
Kinshasa,,US,01204
Chicago,IL,US,60651
Sacramento,California,US,95838
Arlington ,,US,76010
Chula Vista,US-CA,US,91913
Mint Hill,NC,US,28227
Galt,CA,US,95632-8151
Van Nuys,Ca,US,91402
Maryland,Silver Spring,US,20903
center,,US,75935
Verona,Virginia ,US,24482
Houston,Texas,US,77001
Citrus Heights ,US-CA,US,95610
EAU CLAIRE,US-MI,US,49111
Los angeles,US-CA,US,90024
North East,Md,US,219010
Logan,US-UT,US,84321
vallejo,,US,94590
Los Angeles,CA ,US,90015
Los Angeles,Ca,US,90029
Garner,Nc,US,27529
Monson,Massachusetts,US,01057
Charlotte ,NC,US,28210
Fort Worth ,Texas,US,76105
fort collins,,US,80524
Glendora ,US-CA,US,91741
White House,,US,37188
Baton Rouge,La,US,70810
York haven,US-PA,US,17370
United States,Philadelphia Pa,US,19142
GARDENA,US-CA,US,90247
North Bergen,,US,07047
washington,US-DC,US,20009
Roseville ,California,US,95678
Statesville,North Carolina,US,28677
Millsboro ,Delaware ,US,19966
Pinson,Al,US,35126
Mount Vernon ,Ohio ,US,43050
Weston,Idaho,US,83286
Venetia,,US,15367-1438
Wilmington,NC,US,28401
Chapel Hill,North Carolina,US,27514
SAINT LOUIS,US-MO,US,63137
Carol stream,US-IL,US,60188
Kentwood ,US-MI,US,49508
Youngstown ,Ohio,US,44515
Hyde Park,,US,02136
LINTON,,US,47441
Downey,US-CA,US,90242
Houston,Texas,US,77099
Frisco,Texas,US,75035
Hahnville ,Louisiana ,US,70057 
bumpass,virginia,US,23024
San Diego,US-CA,US,92103
New albany,US-IN,US,47150
Los Angeles,California,US,90044
Los Angeles,California,US,90001
California,US-CA,US,90001
Huntsville ,Al,US,35805
Charlotte,NC,US,28278
Farmington Hills,Michigan,US,48331
Oxon hill,US-MD,US,20745
Grand Forks,North Dakota,US,58203
Reston,US-VA,US,20191
North Mankato ,Mn,US,56003
Lakeside,US-CA,US,92040
West Milford,US-NJ,US,07435
Bumpass,VA,US,23024
richardson,US-TX,US,75082
Lake Station,Indiana,US,46405
Essex,Md,US,21221
DALY CITY,,US,94015
Terre haute,US-IN,US,47802
Henderson,Nv,US,89015
CLYDE,US-TX,US,79510
Evansville,IN,US,47714
perth amboy,US-NJ,US,08861
mt pleasant,US-PA,US,15666
Sterling heights,US-MI,US,48310
plumer gerorga,US-GA,US,31321
Commerce,US-CA,US,90040
Catonsville,MD,US,21250
Irvington,US-NJ,US,07111
Middlesboro,Kentucky ,US,40965
Philadelphia ,Pennsylvania ,US,19150
Bremen ,Ga,US,30110
Brookings ,SD ,US,57006 
Murray ,UTAH ,US,84107 
Marshfield,Mass,US,02050
Aurora,US-IL,US,60505
Redondo Beach ,California,US,90278
Dubuque ,US-IA,US,52001
Crestline,Ca,US,92325
antioch,US-CA,US,94509
Millington,US-MI,US,48746
North Hollywood,US-CA,US,91601
Garwood,Nj,US,07027
Lindenwood,US-IL,US,61049
Lancaster ,Tx,US,75134
Philadelphia,Pa,US,19144
Glendale HTS,,US,60139
Reno,US-NV,US,89512
salem,US-OH,US,44460
Longview,US-TX,US,75604
Twin Lakes,,US,53181
Taylorsville,US-UT,US,84129
Laredo ,Texas,US,78043
Lockland,Ohio,US,45215
Jacksonville ,Arkansas ,US,72076
Brandon,US-MS,US,39047
arroyo grande,,US,93420
Inglewood,US-CA,US,90302
Las Vegas,US-NV,US,89119
ALLENTOWN ,PA ,US,18104
Thousand Oaks ,US-CA,US,91360
Milwaukee,US-WI,US,53208
Independence,US-MO,US,64055
Salt Lake City ,Utah ,US,84108 
Florida ,US-CA,US,32256
 Indianapolis,Indiana,US,46235
New York ,US-NY,US,10001
North Carolina ,North Carolina ,US,28208
california,US-CA,US,45782
Cottondale,US-FL,US,32431
Ione,,US,95640
Columbus,US-OH,US,43202
Albany,Georgia,US,31707
Brooklyn,,US,11211
Columbus,Ohio,US,43211
Rasht,US-VI,US,12345
El Paso,US-TX,US,79907
LIMA,OH,US,45804
Manassas,,US,20111
Alaska,Norma,US,551
Saint Joseph,Missouri,US,64505
frankfort,indiana,US,46041
Arroyo Grande,US-CA,US,93420
Arlington,Tx,US,76006
landover,US-MD,US,20785
NORTHBROOK,US-IL,US,60062
Tehran-Iran,US-UM,US,30136
Mesquite,US-NV,US,89027
Brooklyn,Ny,US,11226
Ikeja ,US-AZ,US,23401
Chicago,IL,US,60625
walpole,,US,02081
PHARR,TEXAS,US,78577
Schenectady,Ny,US,12304
sugar land,US-TX,US,77478
Baxley,Georgia,US,31513
Moueij,Usa,US,12346
Vallejo,California,US,94591
Louisville,US-KY,US,40216
uhbvff,ygkkmb,US,ghnn
Zwolle,La,US,71486
Stuart,,US,34995
Roanoke,Virginia,US,24018
Long Beach,California,US,90805
Darlington,US-WI,US,53530
Toledo,Ohio,US,43605
Saint Louis,US-MO,US,63118
Cary,nc,US,27513
Covington ,Louisiana ,US,70433 
Detroit ,Mi,US,48224
Detroit,Michigan,US,48235
Bentoville,US-AR,US,72713
Meridian,,US,39305
Sapulpa ,Ok,US,74066
Waco,TX ,US,76707
Columbus,Ohio,US,43228
Colorado Springs,Colorado,US,80922
Phoenix,US-AZ,US,85009
Fort Worth,Texas,US,76105
Hattiesburg ,Mississippi ,US,39401
Louisville,Kentucky,US,40214
Columbus ,Ohio,US,43228
Elizabeth,NJ,US,07202
Oakland,CA,US,94612
Mckinney,Texas,US,75070
Sherman Oaks,US-CA,US,91403
Bel Air,Maryland,US,21015
Thousand Oaks,California ,US,91362
Quincy ,Illinois,US,62301
Russellville ,Arkansas,US,72801
Rockwell city,IA,US,50579
Pawtucket,US-RI,US,02860
Collinsville,,US,74021
Baton Rouge,Louisiana,US,70807
Losangeles,California,US,90011
Kansas City ,,US,66104
North Richland Hills,US-TX,US,76180
Chicago,Il,US,60653
Orange park,US-FL,US,32003
WEST COLUMBIA,US-SC,US,29170
Riverdale,Il,US,60827
Tonopah,,US,89049
Benicia,US-CA,US,94510
Fitchburg,US-WI,US,53711
Peebles,Ohio,US,45660
Reading ,Michigan ,US,49274 
Saint Joseph,Mo,US,64501
Canby,Minnesota ,US,56220
Canton,US-MI,US,48188
Port Saint Lucie,Fl,US,34953
Lakewood ,Colorado ,US,80232
Penns Grove,US-NJ,US,08069
Macon,GA,US,31210
Clover,,US,29710
orange,US-CA,US,92866
Leesburg,Florida,US,34788
Conyers,Georgia,US,30094
Jersey City,New Jersey,US,07310
Lima,Ohio,US,45801
Los Angeles,US-AR,US,90017
Donora,US-PA,US,15033
San Jose,California,US,95134
Sanandaj,US-AL,US,009876543
Ripley,US-MS,US,38663
Philadelphia ,United States,US,19120
Minneapolis ,Mn,US,55407
Columbia,US-MD,US,21045
Marysville,California,US,95901
Detroit,Mi,US,48238
Boston,US-MA,US,01702
brentwood,,US,37027
Milwaukee,,US,53221
Columbus,,US,39702
Dallas,US-TX,US,75220
San Antonio,TX ,US,78245
Plantersville,US-MS,US,38862
Memphis,Tennessee,US,38109
Sun City West,US-AZ,US,85375
South Haven ,Michigan,US,49090
Sallisaw,Oklahoma,US,74955
Rancho Palos Verdes,Ca,US,90275
Burnham,Pennsylvania ,US,17009
Las Vegas,Nv,US,89206
Fontana,US-CA,US,92335
East Orange,Nj,US,07017
Shepherd,US-TX,US,77371
Miami,Fl,US,33150
Irvine,California,US,92612
"
Madison Heights, mi. 48071",Michigan ,US,48071
Dupont,,US,18641
Erie,US-PA,US,16503
Minnesota City,Minnesota ,US,55959
Houston,,US,77407
Fletcher,US-NC,US,28732
Laytonsville,US-MD,US,20882
Norflok ,Va,US,23513
Marietta,Georgia,US,30062
Philadephia,PA,US,19119
Wooster,US-OH,US,44691
Dallas,Texas,US,75252
Newyork,US-NY,US,10001
San Antonio,Texas,US,78257
California,California,US,01981
Houston,US-TX,US,77002
Ellicott City ,Maryland ,US,21043
BRAWLEY,US-CA,US,92227
Murfreesboro,Tennessee,US,37130
CALIFORNIA,,US,93608
Chicago,Il,US,60617
Trenton ,New Jersey ,US,08611
Fairburn,Georgia,US,30213
Middlesboro ,Ky,US,40965
Birmingham ,Birmingham ,US,35201 
Calumet City ,Illinois ,US,60409 
California,US-CA,US,33147
California,CA,US,02110
Arlington,,US,76011
Williamsburg,Virginia,US,23185
Catonsvile,US-MD,US,21228
Carrollton,US-TX,US,75007
Cincinnati,US-OH,US,45231
Las Vegas,US-NV,US,89121
Euclid,US-OH,US,44132
Machesney Park ,Illinois ,US,61115 
Rochester,New Jersey,US,14611
Colorado Springs,Co,US,80918
Santa Barbara,California,US,93111
Hyde Park,US-MA,US,02136
Reseda,California,US,91335
Blossom,US-TX,US,75416
INDIANAPOLIS,US-IN,US,46240
Dallas,Texas,US,75240
Boerne,US-TX,US,78006
Scottsdale,US-AZ,US,85258
Memphis,US-TN,US,38104
Plainfield,,US,60586
Shawnee,,US,66216
Mobile,Ala,US,36605
Towson,US-MD,US,21204
Los Angeles,Ca ,US,90044
Jackson,Ohio,US,45640
CA,US-CA,US,94105
Irving,Tx,US,75039
New York,New York ,US,10026 
Bremen,,US,35033
Mansfield,US-TX,US,76063
durant,US-OK,US,74701
Vacaville,US-CA,US,95687
Von Ormy,TX,US,78073
Sandusky,,US,44870
alpine,ca,US,91901
San Mateo,CA,US,94403
Los Angeles,US-CA,US,90017
Lake Elsinore,CA,US,92532
Las Vegas ,Nevada,US,89130
JONESBORO,US-CA,US,30236-8007
Hyattsville,US-MD,US,20785
Hartland,US-MI,US,48353
imperial,US-CA,US,92251
Queens,NY,US,11691
Morris Plains,,US,07950
Annapolis,US-MD,US,21401
Union City,Ga,US,30291
Detroit,Mi,US,48214
Virgin,US-VI,US,00801
Marlton,US-NJ,US,08053
Sonora,US-NM,US,83288
Dallas,Texas,US,75216
Powell,Ohio,US,43065
Dallas,US-TX,US,75287
Thornton,Colorado,US,80233
Califona,Califona,US,5333
Littleton,Colorado ,US,80125
Eugene,Oregon,US,97404
Lancester,South Carolina,US,29720
Montrose ,US-CA,US,91020
Cameron Park,US-CA,US,95682
Kansas,WAVERLY MO,US,64096
Chicago,Il,US,60637
Phoenix ,Arizona ,US,85032
chicago,,US,60007
Quincy,,US,02169
Raleigh,North Carolina,US,27617
Lubbock,US-TX,US,79424
Biloxi,Mississippi,US,39532
Detroit ,Mi,US,48208
Provo,US-UT,US,84604
West Park,Florida,US,33023
Mountain View,,US,94043
St Petersburg,Florida,US,33709
Barstow,Ca,US,92311
ellenwood,US-GA,US,30294
SALEM,US-VA,US,24153
Half Moon Bay,US-CA,US,94019
Irvine,US-CA,US,92613
California,CA,US,91505
West Hollywood,US-CA,US,90046
Los Angeles,California,US,90056
Petersburg,Virgina,US,23805
rustburg,US-VA,US,24588
Trenton,US-SC,US,24987
Saint Joseph,Mo,US,64501
Santa Rosa,,US,95407
Saint Joseph ,US-MO,US,64505
sheboygan,Wisconsin,US,53081
Scottsdale ,AZ ,US,85260 
Walker,LA,US,70785-4137
Decatur ,,US,30344
Detriot,Michigan,US,48204
St Paul ,Minnesota ,US,55109
Irvine,US-CA,US,92602
Dallas ,TX,US,75216
Victorville ,CA,US,92392
Geneva,US-AL,US,36340
Bountiful,Ut,US,84010
chattanooga,,US,37421
Faribault,US-MN,US,55021
Las Vegas,Nevada,US,89146
Detroit ,US-MI,US,48227
East Orange,New Jersey,US,07017
Dodgeville ,Wisconsin ,US,53533 
Naperville,,US,60563
Chicago,Ill,US,60628
philadelphiA,US-PA,US,19142
Frisco,TX,US,75035
Las Vegas ,,US,89130
Shiloh,Ohio,US,44878
Mount Vernon ,Texas ,US,75457
Chicago,IL,US,60605
Auburn,,US,95603
Statesville ,North Carolina,US,28677
Murrells Inlet,,US,29576
Sioux City,Iowa ,US,51105
TEXAS ,Quanah,US,79252
Lagrange ,Ga ,US,30240
Glendale,US-AZ,US,85307
Kalamazoo,US-MI,US,49048
Redondo Beach,California,US,90277
Hampton ,Va,US,23669 
Bakersfield,Ca,US,93308
North Charleston,SC,US,29418
Laguna Niguel,,US,92677
Brookshire,Texas,US,77423
Las Vegas ,Nevada ,US,02113
Enfield,NC,US,27823
Stafford,Virginia,US,22556
Roanoke Rapids ,US-NC,US,27870 
Chicopee,MA,US,01013
DuQuoin,Il,US,62832
Thomaston ,GA,US,30286
Bridge City,Texas,US,77611
Stockton,Ca,US,95209
Saint Louis ,Missouri ,US,63123
Pottsboro ,Texas ,US,75076 
Hudson,MA,US,01749
Battlefield,MO,US,65619
Jersesy City,US-NJ,US,07302
Greenville,South Carolina,US,29607-2001
Duluth,Ga,US,30096
Roland,,US,72135
bakersfield,US-CA,US,93306
Wilson,NC,US,27896
Hempstead,NY,US,11550
Fullerton,CA,US,92831
spiritlake,,US,83869
Los Fresnos,Texas,US,78566
Miami,Fl,US,33142
Six Mile,US-SC,US,29682
Bowling Green ,Ky,US,42101
SPFLD,,US,01109
Twentynine Palms ,Ca,US,92277
Los Angeles ,CA ,US,90063 
Duarte,US-CA,US,91010
Ann Arbor,,US,48105
FAIRFAX,Virginia,US,22030
Baltimore ,MD,US,21220
Tempe,Az,US,85281
Hyattsville ,Maryland ,US,20784
Lanham,Maryland,US,20706
Whitehall,US-MD,US,21161
Brooklyn Center,Minnesota,US,55429
Alaska,Alaska,US,334
Temecula,Ca,US,92592
Locust Grove,GA,US,30248
Kannapolis,NC,US,28083
Durham,US-NC,US,27705
Hillside,NJ,US,07205
Schererville ,US-IN,US,46375
MURRIETA,US-CA,US,92563
Phoenix,US-AZ,US,85044
Huntsville,Alabama,US,35005
Denver,,US,80212
Charlotte ,US-NC,US,28288
Louisville,Ky,US,40216
North Chesterfield,Va,US,23237
denton,US-TX,US,76201
Dallas,US-TX,US,75234
Cedar rapids,US-IA,US,52404
Ohklahoma,,US,92390
Monroe,Wi,US,53566
Fairburn,US-GA,US,30213
Las Vegas,,US,89121
Millville,US-NJ,US,08332
New York,US-NY,US,10004
bay city,mi,US,48708
